,Date,Vegetable,Wholesale Price,Retail Price,Shopping Mall Price,Units
1137,2023-03-10,Green Chilli,42,50,59,1kg
1138,2023-03-10,Beetroot,25,30,35,1kg
1139,2023-03-10,Potato,27,32,38,1kg
1140,2023-03-10,Raw Banana (Plantain),11,13,15,1kg
1141,2023-03-10,Amaranth Leaves,12,14,17,1kg
1142,2023-03-10,Amla,70,85,100,1kg
1143,2023-03-10,Ash gourd,25,30,35,1kg
1144,2023-03-10,Baby Corn,64,77,91,1kg
1145,2023-03-10,Banana Flower,12,14,17,1kg
1146,2023-03-10,Capsicum,42,50,59,1kg
1147,2023-03-10,Bitter Gourd,27,32,38,1kg
1148,2023-03-10,Bottle Gourd,32,39,45,1kg
1149,2023-03-10,Butter Beans,50,61,71,1kg
1150,2023-03-10,Broad Beans,37,45,52,1kg
1151,2023-03-10,Cabbage,13,16,18,1kg
1152,2023-03-10,Carrot,24,29,34,1kg
1153,2023-03-10,Cauliflower,24,29,34,1kg
1154,2023-03-10,Cluster beans,44,53,63,1kg
1155,2023-03-10,Coconut,27,32,38,1kg
1156,2023-03-10,Colocasia Leaves,10,12,14,1kg
1157,2023-03-10,Colocasia,24,29,34,1kg
1158,2023-03-10,Coriander Leaves,8,9,11,1kg
1159,2023-03-10,Corn,25,30,35,1kg
1160,2023-03-10,Cucumber,23,27,33,1kg
1161,2023-03-10,Curry Leaves,29,35,41,1kg
1162,2023-03-10,Dill Leaves,11,13,15,1kg
1163,2023-03-10,Drumsticks,110,133,157,1kg
1164,2023-03-10,Brinjal,24,29,34,1kg
1165,2023-03-10,Brinjal (Big),25,30,35,1kg
1166,2023-03-10,Elephant Yam,27,32,38,1kg
1167,2023-03-10,Fenugreek Leaves,9,10,13,1kg
1168,2023-03-10,French Beans,41,49,58,1kg
1169,2023-03-10,Garlic,56,67,79,1kg
1170,2023-03-10,Ginger,44,53,63,1kg
1171,2023-03-10,Onion Green,40,48,57,1kg
1172,2023-03-10,Green Peas,85,103,121,1kg
1173,2023-03-10,Ivy Gourd,28,34,40,1kg
1174,2023-03-10,Lemon (Lime),52,63,74,1kg
1175,2023-03-10,Mango Raw,86,104,122,1kg
1176,2023-03-10,Mint Leaves,3,3,4,1kg
1177,2023-03-10,Mushroom,79,95,112,1kg
1178,2023-03-10,Mustard Leaves,18,22,26,1kg
1179,2023-03-10,Ladies Finger,45,54,64,1kg
1180,2023-03-10,Pumpkin,21,25,30,1kg
1181,2023-03-10,Radish,24,29,34,1kg
1182,2023-03-10,Ridge Gourd,32,39,45,1kg
1183,2023-03-10,Shallot (Pearl Onion),35,42,50,1kg
1184,2023-03-10,Snake Gourd,24,29,34,1kg
1185,2023-03-10,Sorrel Leaves,15,18,21,1kg
1186,2023-03-10,Spinach,14,17,20,1kg
1187,2023-03-10,Sweet Potato,39,47,55,1kg
1188,2023-03-09,Onion Big,22,26,31,1kg
1189,2023-03-09,Onion Small,55,66,78,1kg
1190,2023-03-09,Tomato,26,31,37,1kg
1191,2023-03-09,Green Chilli,38,46,54,1kg
1192,2023-03-09,Beetroot,30,36,43,1kg
1193,2023-03-09,Potato,27,32,38,1kg
1194,2023-03-09,Raw Banana (Plantain),10,12,14,1kg
1195,2023-03-09,Amaranth Leaves,13,16,18,1kg
1196,2023-03-09,Amla,60,72,85,1kg
1197,2023-03-09,Ash gourd,25,30,35,1kg
1198,2023-03-09,Baby Corn,70,85,100,1kg
1199,2023-03-09,Banana Flower,12,14,17,1kg
1200,2023-03-09,Capsicum,46,55,65,1kg
1201,2023-03-09,Bitter Gourd,27,32,38,1kg
1202,2023-03-09,Bottle Gourd,26,31,37,1kg
1203,2023-03-09,Butter Beans,54,65,77,1kg
1204,2023-03-09,Broad Beans,38,46,54,1kg
1205,2023-03-09,Cabbage,15,18,21,1kg
1206,2023-03-09,Carrot,29,35,41,1kg
1207,2023-03-09,Cauliflower,28,34,40,1kg
1208,2023-03-09,Cluster beans,43,52,61,1kg
1209,2023-03-09,Coconut,28,34,40,1kg
1210,2023-03-09,Colocasia Leaves,16,19,22,1kg
1211,2023-03-09,Colocasia,27,32,38,1kg
1212,2023-03-09,Coriander Leaves,6,7,8,1kg
1213,2023-03-09,Corn,27,32,38,1kg
1214,2023-03-09,Cucumber,20,24,28,1kg
1215,2023-03-09,Curry Leaves,28,34,40,1kg
1216,2023-03-09,Dill Leaves,10,12,14,1kg
1217,2023-03-09,Drumsticks,120,145,171,1kg
1218,2023-03-09,Brinjal,21,25,30,1kg
1219,2023-03-09,Brinjal (Big),25,30,35,1kg
1220,2023-03-09,Elephant Yam,24,29,34,1kg
1221,2023-03-09,Fenugreek Leaves,11,13,15,1kg
1222,2023-03-09,French Beans,42,50,59,1kg
1223,2023-03-09,Garlic,50,61,71,1kg
1224,2023-03-09,Ginger,53,64,75,1kg
1225,2023-03-09,Onion Green,46,55,65,1kg
1226,2023-03-09,Green Peas,84,102,120,1kg
1227,2023-03-09,Ivy Gourd,24,29,34,1kg
1228,2023-03-09,Lemon (Lime),52,63,74,1kg
1229,2023-03-09,Mango Raw,96,116,136,1kg
1230,2023-03-09,Mint Leaves,6,7,8,1kg
1231,2023-03-09,Mushroom,77,93,109,1kg
1232,2023-03-09,Mustard Leaves,14,17,20,1kg
1233,2023-03-09,Ladies Finger,49,59,70,1kg
1234,2023-03-09,Pumpkin,20,24,28,1kg
1235,2023-03-09,Radish,24,29,34,1kg
1236,2023-03-09,Ridge Gourd,27,32,38,1kg
1237,2023-03-09,Shallot (Pearl Onion),30,36,43,1kg
1238,2023-03-09,Snake Gourd,24,29,34,1kg
1239,2023-03-09,Sorrel Leaves,13,16,18,1kg
1240,2023-03-09,Spinach,13,16,18,1kg
1241,2023-03-09,Sweet Potato,36,43,51,1kg
1242,2023-03-08,Onion Big,22,26,31,1kg
1243,2023-03-08,Onion Small,55,66,78,1kg
1244,2023-03-08,Tomato,26,31,37,1kg
1245,2023-03-08,Green Chilli,38,46,54,1kg
1246,2023-03-08,Beetroot,30,36,43,1kg
1247,2023-03-08,Potato,27,32,38,1kg
1248,2023-03-08,Raw Banana (Plantain),10,12,14,1kg
1249,2023-03-08,Amaranth Leaves,13,16,18,1kg
1250,2023-03-08,Amla,60,72,85,1kg
1251,2023-03-08,Ash gourd,25,30,35,1kg
1252,2023-03-08,Baby Corn,70,85,100,1kg
1253,2023-03-08,Banana Flower,12,14,17,1kg
1254,2023-03-08,Capsicum,46,55,65,1kg
1255,2023-03-08,Bitter Gourd,27,32,38,1kg
1256,2023-03-08,Bottle Gourd,26,31,37,1kg
1257,2023-03-08,Butter Beans,54,65,77,1kg
1258,2023-03-08,Broad Beans,38,46,54,1kg
1259,2023-03-08,Cabbage,15,18,21,1kg
1260,2023-03-08,Carrot,29,35,41,1kg
1261,2023-03-08,Cauliflower,28,34,40,1kg
1262,2023-03-08,Cluster beans,43,52,61,1kg
1263,2023-03-08,Coconut,28,34,40,1kg
1264,2023-03-08,Colocasia Leaves,16,19,22,1kg
1265,2023-03-08,Colocasia,27,32,38,1kg
1266,2023-03-08,Coriander Leaves,6,7,8,1kg
1267,2023-03-08,Corn,27,32,38,1kg
1268,2023-03-08,Cucumber,20,24,28,1kg
1269,2023-03-08,Curry Leaves,28,34,40,1kg
1270,2023-03-08,Dill Leaves,10,12,14,1kg
1271,2023-03-08,Drumsticks,120,145,171,1kg
1272,2023-03-08,Brinjal,21,25,30,1kg
1273,2023-03-08,Brinjal (Big),25,30,35,1kg
1274,2023-03-08,Elephant Yam,24,29,34,1kg
1275,2023-03-08,Fenugreek Leaves,11,13,15,1kg
1276,2023-03-08,French Beans,42,50,59,1kg
1277,2023-03-08,Garlic,50,61,71,1kg
1278,2023-03-08,Ginger,53,64,75,1kg
1279,2023-03-08,Onion Green,46,55,65,1kg
1280,2023-03-08,Green Peas,84,102,120,1kg
1281,2023-03-08,Ivy Gourd,24,29,34,1kg
1282,2023-03-08,Lemon (Lime),52,63,74,1kg
1283,2023-03-08,Mango Raw,96,116,136,1kg
1284,2023-03-08,Mint Leaves,6,7,8,1kg
1285,2023-03-08,Mushroom,77,93,109,1kg
1286,2023-03-08,Mustard Leaves,14,17,20,1kg
1287,2023-03-08,Ladies Finger,49,59,70,1kg
1288,2023-03-08,Pumpkin,20,24,28,1kg
1289,2023-03-08,Radish,24,29,34,1kg
1290,2023-03-08,Ridge Gourd,27,32,38,1kg
1291,2023-03-08,Shallot (Pearl Onion),30,36,43,1kg
1292,2023-03-08,Snake Gourd,24,29,34,1kg
1293,2023-03-08,Sorrel Leaves,13,16,18,1kg
1294,2023-03-08,Spinach,13,16,18,1kg
1295,2023-03-08,Sweet Potato,36,43,51,1kg
1296,2023-03-07,Onion Big,22,26,31,1kg
1297,2023-03-07,Onion Small,55,66,78,1kg
1298,2023-03-07,Tomato,26,31,37,1kg
1299,2023-03-07,Green Chilli,38,46,54,1kg
1300,2023-03-07,Beetroot,30,36,43,1kg
1301,2023-03-07,Potato,27,32,38,1kg
1302,2023-03-07,Raw Banana (Plantain),10,12,14,1kg
1303,2023-03-07,Amaranth Leaves,13,16,18,1kg
1304,2023-03-07,Amla,60,72,85,1kg
1305,2023-03-07,Ash gourd,25,30,35,1kg
1306,2023-03-07,Baby Corn,70,85,100,1kg
1307,2023-03-07,Banana Flower,12,14,17,1kg
1308,2023-03-07,Capsicum,46,55,65,1kg
1309,2023-03-07,Bitter Gourd,27,32,38,1kg
1310,2023-03-07,Bottle Gourd,26,31,37,1kg
1311,2023-03-07,Butter Beans,54,65,77,1kg
1312,2023-03-07,Broad Beans,38,46,54,1kg
1313,2023-03-07,Cabbage,15,18,21,1kg
1314,2023-03-07,Carrot,29,35,41,1kg
1315,2023-03-07,Cauliflower,28,34,40,1kg
1316,2023-03-07,Cluster beans,43,52,61,1kg
1317,2023-03-07,Coconut,28,34,40,1kg
1318,2023-03-07,Colocasia Leaves,16,19,22,1kg
1319,2023-03-07,Colocasia,27,32,38,1kg
1320,2023-03-07,Coriander Leaves,6,7,8,1kg
1321,2023-03-07,Corn,27,32,38,1kg
1322,2023-03-07,Cucumber,20,24,28,1kg
1323,2023-03-07,Curry Leaves,28,34,40,1kg
1324,2023-03-07,Dill Leaves,10,12,14,1kg
1325,2023-03-07,Drumsticks,120,145,171,1kg
1326,2023-03-07,Brinjal,21,25,30,1kg
1327,2023-03-07,Brinjal (Big),25,30,35,1kg
1328,2023-03-07,Elephant Yam,24,29,34,1kg
1329,2023-03-07,Fenugreek Leaves,11,13,15,1kg
1330,2023-03-07,French Beans,42,50,59,1kg
1331,2023-03-07,Garlic,50,61,71,1kg
1332,2023-03-07,Ginger,53,64,75,1kg
1333,2023-03-07,Onion Green,46,55,65,1kg
1334,2023-03-07,Green Peas,84,102,120,1kg
1335,2023-03-07,Ivy Gourd,24,29,34,1kg
1336,2023-03-07,Lemon (Lime),52,63,74,1kg
1337,2023-03-07,Mango Raw,96,116,136,1kg
1338,2023-03-07,Mint Leaves,6,7,8,1kg
1339,2023-03-07,Mushroom,77,93,109,1kg
1340,2023-03-07,Mustard Leaves,14,17,20,1kg
1341,2023-03-07,Ladies Finger,49,59,70,1kg
1342,2023-03-07,Pumpkin,20,24,28,1kg
1343,2023-03-07,Radish,24,29,34,1kg
1344,2023-03-07,Ridge Gourd,27,32,38,1kg
1345,2023-03-07,Shallot (Pearl Onion),30,36,43,1kg
1346,2023-03-07,Snake Gourd,24,29,34,1kg
1347,2023-03-07,Sorrel Leaves,13,16,18,1kg
1348,2023-03-07,Spinach,13,16,18,1kg
1349,2023-03-07,Sweet Potato,36,43,51,1kg
1350,2023-03-06,Onion Big,22,26,31,1kg
1351,2023-03-06,Onion Small,55,66,78,1kg
1352,2023-03-06,Tomato,26,31,37,1kg
1353,2023-03-06,Green Chilli,38,46,54,1kg
1354,2023-03-06,Beetroot,30,36,43,1kg
1355,2023-03-06,Potato,27,32,38,1kg
1356,2023-03-06,Raw Banana (Plantain),10,12,14,1kg
1357,2023-03-06,Amaranth Leaves,13,16,18,1kg
1358,2023-03-06,Amla,60,72,85,1kg
1359,2023-03-06,Ash gourd,25,30,35,1kg
1360,2023-03-06,Baby Corn,70,85,100,1kg
1361,2023-03-06,Banana Flower,12,14,17,1kg
1362,2023-03-06,Capsicum,46,55,65,1kg
1363,2023-03-06,Bitter Gourd,27,32,38,1kg
1364,2023-03-06,Bottle Gourd,26,31,37,1kg
1365,2023-03-06,Butter Beans,54,65,77,1kg
1366,2023-03-06,Broad Beans,38,46,54,1kg
1367,2023-03-06,Cabbage,15,18,21,1kg
1368,2023-03-06,Carrot,29,35,41,1kg
1369,2023-03-06,Cauliflower,28,34,40,1kg
1370,2023-03-06,Cluster beans,43,52,61,1kg
1371,2023-03-06,Coconut,28,34,40,1kg
1372,2023-03-06,Colocasia Leaves,16,19,22,1kg
1373,2023-03-06,Colocasia,27,32,38,1kg
1374,2023-03-06,Coriander Leaves,6,7,8,1kg
1375,2023-03-06,Corn,27,32,38,1kg
1376,2023-03-06,Cucumber,20,24,28,1kg
1377,2023-03-06,Curry Leaves,28,34,40,1kg
1378,2023-03-06,Dill Leaves,10,12,14,1kg
1379,2023-03-06,Drumsticks,120,145,171,1kg
1380,2023-03-06,Brinjal,21,25,30,1kg
1381,2023-03-06,Brinjal (Big),25,30,35,1kg
1382,2023-03-06,Elephant Yam,24,29,34,1kg
1383,2023-03-06,Fenugreek Leaves,11,13,15,1kg
1384,2023-03-06,French Beans,42,50,59,1kg
1385,2023-03-06,Garlic,50,61,71,1kg
1386,2023-03-06,Ginger,53,64,75,1kg
1387,2023-03-06,Onion Green,46,55,65,1kg
1388,2023-03-06,Green Peas,84,102,120,1kg
1389,2023-03-06,Ivy Gourd,24,29,34,1kg
1390,2023-03-06,Lemon (Lime),52,63,74,1kg
1391,2023-03-06,Mango Raw,96,116,136,1kg
1392,2023-03-06,Mint Leaves,6,7,8,1kg
1393,2023-03-06,Mushroom,77,93,109,1kg
1394,2023-03-06,Mustard Leaves,14,17,20,1kg
1395,2023-03-06,Ladies Finger,49,59,70,1kg
1396,2023-03-06,Pumpkin,20,24,28,1kg
1397,2023-03-06,Radish,24,29,34,1kg
1398,2023-03-06,Ridge Gourd,27,32,38,1kg
1399,2023-03-06,Shallot (Pearl Onion),30,36,43,1kg
1400,2023-03-06,Snake Gourd,24,29,34,1kg
1401,2023-03-06,Sorrel Leaves,13,16,18,1kg
1402,2023-03-06,Spinach,13,16,18,1kg
1403,2023-03-06,Sweet Potato,36,43,51,1kg
1404,2023-03-05,Onion Big,22,26,31,1kg
1405,2023-03-05,Onion Small,55,66,78,1kg
1406,2023-03-05,Tomato,26,31,37,1kg
1407,2023-03-05,Green Chilli,38,46,54,1kg
1408,2023-03-05,Beetroot,30,36,43,1kg
1409,2023-03-05,Potato,27,32,38,1kg
1410,2023-03-05,Raw Banana (Plantain),10,12,14,1kg
1411,2023-03-05,Amaranth Leaves,13,16,18,1kg
1412,2023-03-05,Amla,60,72,85,1kg
1413,2023-03-05,Ash gourd,25,30,35,1kg
1414,2023-03-05,Baby Corn,70,85,100,1kg
1415,2023-03-05,Banana Flower,12,14,17,1kg
1416,2023-03-05,Capsicum,46,55,65,1kg
1417,2023-03-05,Bitter Gourd,27,32,38,1kg
1418,2023-03-05,Bottle Gourd,26,31,37,1kg
1419,2023-03-05,Butter Beans,54,65,77,1kg
1420,2023-03-05,Broad Beans,38,46,54,1kg
1421,2023-03-05,Cabbage,15,18,21,1kg
1422,2023-03-05,Carrot,29,35,41,1kg
1423,2023-03-05,Cauliflower,28,34,40,1kg
1424,2023-03-05,Cluster beans,43,52,61,1kg
1425,2023-03-05,Coconut,28,34,40,1kg
1426,2023-03-05,Colocasia Leaves,16,19,22,1kg
1427,2023-03-05,Colocasia,27,32,38,1kg
1428,2023-03-05,Coriander Leaves,6,7,8,1kg
1429,2023-03-05,Corn,27,32,38,1kg
1430,2023-03-05,Cucumber,20,24,28,1kg
1431,2023-03-05,Curry Leaves,28,34,40,1kg
1432,2023-03-05,Dill Leaves,10,12,14,1kg
1433,2023-03-05,Drumsticks,120,145,171,1kg
1434,2023-03-05,Brinjal,21,25,30,1kg
1435,2023-03-05,Brinjal (Big),25,30,35,1kg
1436,2023-03-05,Elephant Yam,24,29,34,1kg
1437,2023-03-05,Fenugreek Leaves,11,13,15,1kg
1438,2023-03-05,French Beans,42,50,59,1kg
1439,2023-03-05,Garlic,50,61,71,1kg
1440,2023-03-05,Ginger,53,64,75,1kg
1441,2023-03-05,Onion Green,46,55,65,1kg
1442,2023-03-05,Green Peas,84,102,120,1kg
1443,2023-03-05,Ivy Gourd,24,29,34,1kg
1444,2023-03-05,Lemon (Lime),52,63,74,1kg
1445,2023-03-05,Mango Raw,96,116,136,1kg
1446,2023-03-05,Mint Leaves,6,7,8,1kg
1447,2023-03-05,Mushroom,77,93,109,1kg
1448,2023-03-05,Mustard Leaves,14,17,20,1kg
1449,2023-03-05,Ladies Finger,49,59,70,1kg
1450,2023-03-05,Pumpkin,20,24,28,1kg
1451,2023-03-05,Radish,24,29,34,1kg
1452,2023-03-05,Ridge Gourd,27,32,38,1kg
1453,2023-03-05,Shallot (Pearl Onion),30,36,43,1kg
1454,2023-03-05,Snake Gourd,24,29,34,1kg
1455,2023-03-05,Sorrel Leaves,13,16,18,1kg
1456,2023-03-05,Spinach,13,16,18,1kg
1457,2023-03-05,Sweet Potato,36,43,51,1kg
1458,2023-03-04,Onion Big,22,26,31,1kg
1459,2023-03-04,Onion Small,55,66,78,1kg
1460,2023-03-04,Tomato,26,31,37,1kg
1461,2023-03-04,Green Chilli,38,46,54,1kg
1462,2023-03-04,Beetroot,30,36,43,1kg
1463,2023-03-04,Potato,27,32,38,1kg
1464,2023-03-04,Raw Banana (Plantain),10,12,14,1kg
1465,2023-03-04,Amaranth Leaves,13,16,18,1kg
1466,2023-03-04,Amla,60,72,85,1kg
1467,2023-03-04,Ash gourd,25,30,35,1kg
1468,2023-03-04,Baby Corn,70,85,100,1kg
1469,2023-03-04,Banana Flower,12,14,17,1kg
1470,2023-03-04,Capsicum,46,55,65,1kg
1471,2023-03-04,Bitter Gourd,27,32,38,1kg
1472,2023-03-04,Bottle Gourd,26,31,37,1kg
1473,2023-03-04,Butter Beans,54,65,77,1kg
1474,2023-03-04,Broad Beans,38,46,54,1kg
1475,2023-03-04,Cabbage,15,18,21,1kg
1476,2023-03-04,Carrot,29,35,41,1kg
1477,2023-03-04,Cauliflower,28,34,40,1kg
1478,2023-03-04,Cluster beans,43,52,61,1kg
1479,2023-03-04,Coconut,28,34,40,1kg
1480,2023-03-04,Colocasia Leaves,16,19,22,1kg
1481,2023-03-04,Colocasia,27,32,38,1kg
1482,2023-03-04,Coriander Leaves,6,7,8,1kg
1483,2023-03-04,Corn,27,32,38,1kg
1484,2023-03-04,Cucumber,20,24,28,1kg
1485,2023-03-04,Curry Leaves,28,34,40,1kg
1486,2023-03-04,Dill Leaves,10,12,14,1kg
1487,2023-03-04,Drumsticks,120,145,171,1kg
1488,2023-03-04,Brinjal,21,25,30,1kg
1489,2023-03-04,Brinjal (Big),25,30,35,1kg
1490,2023-03-04,Elephant Yam,24,29,34,1kg
1491,2023-03-04,Fenugreek Leaves,11,13,15,1kg
1492,2023-03-04,French Beans,42,50,59,1kg
1493,2023-03-04,Garlic,50,61,71,1kg
1494,2023-03-04,Ginger,53,64,75,1kg
1495,2023-03-04,Onion Green,46,55,65,1kg
1496,2023-03-04,Green Peas,84,102,120,1kg
1497,2023-03-04,Ivy Gourd,24,29,34,1kg
1498,2023-03-04,Lemon (Lime),52,63,74,1kg
1499,2023-03-04,Mango Raw,96,116,136,1kg
1500,2023-03-04,Mint Leaves,6,7,8,1kg
1501,2023-03-04,Mushroom,77,93,109,1kg
1502,2023-03-04,Mustard Leaves,14,17,20,1kg
1503,2023-03-04,Ladies Finger,49,59,70,1kg
1504,2023-03-04,Pumpkin,20,24,28,1kg
1505,2023-03-04,Radish,24,29,34,1kg
1506,2023-03-04,Ridge Gourd,27,32,38,1kg
1507,2023-03-04,Shallot (Pearl Onion),30,36,43,1kg
1508,2023-03-04,Snake Gourd,24,29,34,1kg
1509,2023-03-04,Sorrel Leaves,13,16,18,1kg
1510,2023-03-04,Spinach,13,16,18,1kg
1511,2023-03-04,Sweet Potato,36,43,51,1kg
1512,2023-03-03,Onion Big,17,21,24,1kg
1513,2023-03-03,Onion Small,54,65,77,1kg
1514,2023-03-03,Tomato,34,41,48,1kg
1515,2023-03-03,Green Chilli,40,48,57,1kg
1516,2023-03-03,Beetroot,34,41,48,1kg
1517,2023-03-03,Potato,35,42,50,1kg
1518,2023-03-03,Raw Banana (Plantain),10,12,14,1kg
1519,2023-03-03,Amaranth Leaves,14,17,20,1kg
1520,2023-03-03,Amla,60,72,85,1kg
1521,2023-03-03,Ash gourd,26,31,37,1kg
1522,2023-03-03,Baby Corn,63,76,90,1kg
1523,2023-03-03,Banana Flower,16,19,22,1kg
1524,2023-03-03,Capsicum,41,49,58,1kg
1525,2023-03-03,Bitter Gourd,34,41,48,1kg
1526,2023-03-03,Bottle Gourd,32,39,45,1kg
1527,2023-03-03,Butter Beans,53,64,75,1kg
1528,2023-03-03,Broad Beans,32,39,45,1kg
1529,2023-03-03,Cabbage,20,24,28,1kg
1530,2023-03-03,Carrot,28,34,40,1kg
1531,2023-03-03,Cauliflower,28,34,40,1kg
1532,2023-03-03,Cluster beans,44,53,63,1kg
1533,2023-03-03,Coconut,30,36,43,1kg
1534,2023-03-03,Colocasia Leaves,12,14,17,1kg
1535,2023-03-03,Colocasia,26,31,37,1kg
1536,2023-03-03,Coriander Leaves,8,9,11,1kg
1537,2023-03-03,Corn,27,32,38,1kg
1538,2023-03-03,Cucumber,22,26,31,1kg
1539,2023-03-03,Curry Leaves,26,31,37,1kg
1540,2023-03-03,Dill Leaves,11,13,15,1kg
1541,2023-03-03,Drumsticks,120,145,171,1kg
1542,2023-03-03,Brinjal,20,24,28,1kg
1543,2023-03-03,Brinjal (Big),26,31,37,1kg
1544,2023-03-03,Elephant Yam,25,30,35,1kg
1545,2023-03-03,Fenugreek Leaves,8,9,11,1kg
1546,2023-03-03,French Beans,37,45,52,1kg
1547,2023-03-03,Garlic,56,67,79,1kg
1548,2023-03-03,Ginger,41,49,58,1kg
1549,2023-03-03,Onion Green,39,47,55,1kg
1550,2023-03-03,Green Peas,85,103,121,1kg
1551,2023-03-03,Ivy Gourd,27,32,38,1kg
1552,2023-03-03,Lemon (Lime),57,69,81,1kg
1553,2023-03-03,Mango Raw,97,117,138,1kg
1554,2023-03-03,Mint Leaves,3,3,4,1kg
1555,2023-03-03,Mushroom,73,88,104,1kg
1556,2023-03-03,Mustard Leaves,13,16,18,1kg
1557,2023-03-03,Ladies Finger,40,48,57,1kg
1558,2023-03-03,Pumpkin,22,26,31,1kg
1559,2023-03-03,Radish,30,36,43,1kg
1560,2023-03-03,Ridge Gourd,27,32,38,1kg
1561,2023-03-03,Shallot (Pearl Onion),35,42,50,1kg
1562,2023-03-03,Snake Gourd,29,35,41,1kg
1563,2023-03-03,Sorrel Leaves,11,13,15,1kg
1564,2023-03-03,Spinach,13,16,18,1kg
1565,2023-03-03,Sweet Potato,40,48,57,1kg
1566,2023-03-02,Onion Big,17,21,24,1kg
1567,2023-03-02,Onion Small,54,65,77,1kg
1568,2023-03-02,Tomato,34,41,48,1kg
1569,2023-03-02,Green Chilli,40,48,57,1kg
1570,2023-03-02,Beetroot,34,41,48,1kg
1571,2023-03-02,Potato,35,42,50,1kg
1572,2023-03-02,Raw Banana (Plantain),10,12,14,1kg
1573,2023-03-02,Amaranth Leaves,14,17,20,1kg
1574,2023-03-02,Amla,60,72,85,1kg
1575,2023-03-02,Ash gourd,26,31,37,1kg
1576,2023-03-02,Baby Corn,63,76,90,1kg
1577,2023-03-02,Banana Flower,16,19,22,1kg
1578,2023-03-02,Capsicum,41,49,58,1kg
1579,2023-03-02,Bitter Gourd,34,41,48,1kg
1580,2023-03-02,Bottle Gourd,32,39,45,1kg
1581,2023-03-02,Butter Beans,53,64,75,1kg
1582,2023-03-02,Broad Beans,32,39,45,1kg
1583,2023-03-02,Cabbage,20,24,28,1kg
1584,2023-03-02,Carrot,28,34,40,1kg
1585,2023-03-02,Cauliflower,28,34,40,1kg
1586,2023-03-02,Cluster beans,44,53,63,1kg
1587,2023-03-02,Coconut,30,36,43,1kg
1588,2023-03-02,Colocasia Leaves,12,14,17,1kg
1589,2023-03-02,Colocasia,26,31,37,1kg
1590,2023-03-02,Coriander Leaves,8,9,11,1kg
1591,2023-03-02,Corn,27,32,38,1kg
1592,2023-03-02,Cucumber,22,26,31,1kg
1593,2023-03-02,Curry Leaves,26,31,37,1kg
1594,2023-03-02,Dill Leaves,11,13,15,1kg
1595,2023-03-02,Drumsticks,120,145,171,1kg
1596,2023-03-02,Brinjal,20,24,28,1kg
1597,2023-03-02,Brinjal (Big),26,31,37,1kg
1598,2023-03-02,Elephant Yam,25,30,35,1kg
1599,2023-03-02,Fenugreek Leaves,8,9,11,1kg
1600,2023-03-02,French Beans,37,45,52,1kg
1601,2023-03-02,Garlic,56,67,79,1kg
1602,2023-03-02,Ginger,41,49,58,1kg
1603,2023-03-02,Onion Green,39,47,55,1kg
1604,2023-03-02,Green Peas,85,103,121,1kg
1605,2023-03-02,Ivy Gourd,27,32,38,1kg
1606,2023-03-02,Lemon (Lime),57,69,81,1kg
1607,2023-03-02,Mango Raw,97,117,138,1kg
1608,2023-03-02,Mint Leaves,3,3,4,1kg
1609,2023-03-02,Mushroom,73,88,104,1kg
1610,2023-03-02,Mustard Leaves,13,16,18,1kg
1611,2023-03-02,Ladies Finger,40,48,57,1kg
1612,2023-03-02,Pumpkin,22,26,31,1kg
1613,2023-03-02,Radish,30,36,43,1kg
1614,2023-03-02,Ridge Gourd,27,32,38,1kg
1615,2023-03-02,Shallot (Pearl Onion),35,42,50,1kg
1616,2023-03-02,Snake Gourd,29,35,41,1kg
1617,2023-03-02,Sorrel Leaves,11,13,15,1kg
1618,2023-03-02,Spinach,13,16,18,1kg
1619,2023-03-02,Sweet Potato,40,48,57,1kg
1620,2023-03-01,Onion Big,17,21,24,1kg
1621,2023-03-01,Onion Small,54,65,77,1kg
1622,2023-03-01,Tomato,34,41,48,1kg
1623,2023-03-01,Green Chilli,40,48,57,1kg
1624,2023-03-01,Beetroot,34,41,48,1kg
1625,2023-03-01,Potato,35,42,50,1kg
1626,2023-03-01,Raw Banana (Plantain),10,12,14,1kg
1627,2023-03-01,Amaranth Leaves,14,17,20,1kg
1628,2023-03-01,Amla,60,72,85,1kg
1629,2023-03-01,Ash gourd,26,31,37,1kg
1630,2023-03-01,Baby Corn,63,76,90,1kg
1631,2023-03-01,Banana Flower,16,19,22,1kg
1632,2023-03-01,Capsicum,41,49,58,1kg
1633,2023-03-01,Bitter Gourd,34,41,48,1kg
1634,2023-03-01,Bottle Gourd,32,39,45,1kg
1635,2023-03-01,Butter Beans,53,64,75,1kg
1636,2023-03-01,Broad Beans,32,39,45,1kg
1637,2023-03-01,Cabbage,20,24,28,1kg
1638,2023-03-01,Carrot,28,34,40,1kg
1639,2023-03-01,Cauliflower,28,34,40,1kg
1640,2023-03-01,Cluster beans,44,53,63,1kg
1641,2023-03-01,Coconut,30,36,43,1kg
1642,2023-03-01,Colocasia Leaves,12,14,17,1kg
1643,2023-03-01,Colocasia,26,31,37,1kg
1644,2023-03-01,Coriander Leaves,8,9,11,1kg
1645,2023-03-01,Corn,27,32,38,1kg
1646,2023-03-01,Cucumber,22,26,31,1kg
1647,2023-03-01,Curry Leaves,26,31,37,1kg
1648,2023-03-01,Dill Leaves,11,13,15,1kg
1649,2023-03-01,Drumsticks,120,145,171,1kg
