,Date,Vegetable,Wholesale Price,Retail Price,Shopping Mall Price,Units
2289,2023-02-17,Coconut,30,36,43,1kg
2290,2023-02-17,Colocasia Leaves,15,18,21,1kg
2291,2023-02-17,Colocasia,23,27,33,1kg
2292,2023-02-17,Coriander Leaves,8,9,11,1kg
2293,2023-02-17,Corn,30,36,43,1kg
2294,2023-02-17,Cucumber,21,25,30,1kg
2295,2023-02-17,Curry Leaves,30,36,43,1kg
2296,2023-02-17,Dill Leaves,13,16,18,1kg
2297,2023-02-17,Drumsticks,110,133,157,1kg
2298,2023-02-17,Brinjal,26,31,37,1kg
2299,2023-02-17,Brinjal (Big),27,32,38,1kg
2300,2023-02-17,Elephant Yam,24,29,34,1kg
2301,2023-02-17,Fenugreek Leaves,11,13,15,1kg
2302,2023-02-17,French Beans,36,43,51,1kg
2303,2023-02-17,Garlic,46,55,65,1kg
2304,2023-02-17,Ginger,42,50,59,1kg
2305,2023-02-17,Onion Green,45,54,64,1kg
2306,2023-02-17,Green Peas,77,93,109,1kg
2307,2023-02-17,Ivy Gourd,26,31,37,1kg
2308,2023-02-17,Lemon (Lime),59,71,84,1kg
2309,2023-02-17,Mango Raw,83,100,118,1kg
2310,2023-02-17,Mint Leaves,8,9,11,1kg
2311,2023-02-17,Mushroom,79,95,112,1kg
2312,2023-02-17,Mustard Leaves,18,22,26,1kg
2313,2023-02-17,Ladies Finger,40,48,57,1kg
2314,2023-02-17,Pumpkin,22,26,31,1kg
2315,2023-02-17,Radish,29,35,41,1kg
2316,2023-02-17,Ridge Gourd,32,39,45,1kg
2317,2023-02-17,Shallot (Pearl Onion),35,42,50,1kg
2318,2023-02-17,Snake Gourd,28,34,40,1kg
2319,2023-02-17,Sorrel Leaves,11,13,15,1kg
2320,2023-02-17,Spinach,16,19,22,1kg
2321,2023-02-17,Sweet Potato,38,46,54,1kg
2322,2023-02-16,Onion Big,25,30,35,1kg
2323,2023-02-16,Onion Small,48,58,68,1kg
2324,2023-02-16,Tomato,20,24,28,1kg
2325,2023-02-16,Green Chilli,36,43,51,1kg
2326,2023-02-16,Beetroot,38,46,54,1kg
2327,2023-02-16,Potato,32,39,45,1kg
2328,2023-02-16,Raw Banana (Plantain),9,10,13,1kg
2329,2023-02-16,Amaranth Leaves,15,18,21,1kg
2330,2023-02-16,Amla,70,85,100,1kg
2331,2023-02-16,Ash gourd,26,31,37,1kg
2332,2023-02-16,Baby Corn,67,81,95,1kg
2333,2023-02-16,Banana Flower,14,17,20,1kg
2334,2023-02-16,Capsicum,45,54,64,1kg
2335,2023-02-16,Bitter Gourd,32,39,45,1kg
2336,2023-02-16,Bottle Gourd,30,36,43,1kg
2337,2023-02-16,Butter Beans,76,92,108,1kg
2338,2023-02-16,Broad Beans,34,41,48,1kg
2339,2023-02-16,Cabbage,24,29,34,1kg
2340,2023-02-16,Carrot,32,39,45,1kg
2341,2023-02-16,Cauliflower,25,30,35,1kg
2342,2023-02-16,Cluster beans,43,52,61,1kg
2343,2023-02-16,Coconut,30,36,43,1kg
2344,2023-02-16,Colocasia Leaves,15,18,21,1kg
2345,2023-02-16,Colocasia,23,27,33,1kg
2346,2023-02-16,Coriander Leaves,8,9,11,1kg
2347,2023-02-16,Corn,30,36,43,1kg
2348,2023-02-16,Cucumber,21,25,30,1kg
2349,2023-02-16,Curry Leaves,30,36,43,1kg
2350,2023-02-16,Dill Leaves,13,16,18,1kg
2351,2023-02-16,Drumsticks,110,133,157,1kg
2352,2023-02-16,Brinjal,26,31,37,1kg
2353,2023-02-16,Brinjal (Big),27,32,38,1kg
2354,2023-02-16,Elephant Yam,24,29,34,1kg
2355,2023-02-16,Fenugreek Leaves,11,13,15,1kg
2356,2023-02-16,French Beans,36,43,51,1kg
2357,2023-02-16,Garlic,46,55,65,1kg
2358,2023-02-16,Ginger,42,50,59,1kg
2359,2023-02-16,Onion Green,45,54,64,1kg
2360,2023-02-16,Green Peas,77,93,109,1kg
2361,2023-02-16,Ivy Gourd,26,31,37,1kg
2362,2023-02-16,Lemon (Lime),59,71,84,1kg
2363,2023-02-16,Mango Raw,83,100,118,1kg
2364,2023-02-16,Mint Leaves,8,9,11,1kg
2365,2023-02-16,Mushroom,79,95,112,1kg
2366,2023-02-16,Mustard Leaves,18,22,26,1kg
2367,2023-02-16,Ladies Finger,40,48,57,1kg
2368,2023-02-16,Pumpkin,22,26,31,1kg
2369,2023-02-16,Radish,29,35,41,1kg
2370,2023-02-16,Ridge Gourd,32,39,45,1kg
2371,2023-02-16,Shallot (Pearl Onion),35,42,50,1kg
2372,2023-02-16,Snake Gourd,28,34,40,1kg
2373,2023-02-16,Sorrel Leaves,11,13,15,1kg
2374,2023-02-16,Spinach,16,19,22,1kg
2375,2023-02-16,Sweet Potato,38,46,54,1kg
2376,2023-02-15,Onion Big,26,31,37,1kg
2377,2023-02-15,Onion Small,50,61,71,1kg
2378,2023-02-15,Tomato,22,26,31,1kg
2379,2023-02-15,Green Chilli,32,39,45,1kg
2380,2023-02-15,Beetroot,37,45,52,1kg
2381,2023-02-15,Potato,38,46,54,1kg
2382,2023-02-15,Raw Banana (Plantain),11,13,15,1kg
2383,2023-02-15,Amaranth Leaves,14,17,20,1kg
2384,2023-02-15,Amla,60,72,85,1kg
2385,2023-02-15,Ash gourd,28,34,40,1kg
2386,2023-02-15,Baby Corn,63,76,90,1kg
2387,2023-02-15,Banana Flower,20,24,28,1kg
2388,2023-02-15,Capsicum,50,61,71,1kg
2389,2023-02-15,Bitter Gourd,29,35,41,1kg
2390,2023-02-15,Bottle Gourd,31,37,44,1kg
2391,2023-02-15,Butter Beans,60,72,85,1kg
2392,2023-02-15,Broad Beans,40,48,57,1kg
2393,2023-02-15,Cabbage,20,24,28,1kg
2394,2023-02-15,Carrot,32,39,45,1kg
2395,2023-02-15,Cauliflower,25,30,35,1kg
2396,2023-02-15,Cluster beans,45,54,64,1kg
2397,2023-02-15,Coconut,29,35,41,1kg
2398,2023-02-15,Colocasia Leaves,10,12,14,1kg
2399,2023-02-15,Colocasia,28,34,40,1kg
2400,2023-02-15,Coriander Leaves,6,7,8,1kg
2401,2023-02-15,Corn,29,35,41,1kg
2402,2023-02-15,Cucumber,20,24,28,1kg
2403,2023-02-15,Curry Leaves,27,32,38,1kg
2404,2023-02-15,Dill Leaves,10,12,14,1kg
2405,2023-02-15,Drumsticks,110,133,157,1kg
2406,2023-02-15,Brinjal,26,31,37,1kg
2407,2023-02-15,Brinjal (Big),27,32,38,1kg
2408,2023-02-15,Elephant Yam,25,30,35,1kg
2409,2023-02-15,Fenugreek Leaves,8,9,11,1kg
2410,2023-02-15,French Beans,38,46,54,1kg
2411,2023-02-15,Garlic,48,58,68,1kg
2412,2023-02-15,Ginger,39,47,55,1kg
2413,2023-02-15,Onion Green,35,42,50,1kg
2414,2023-02-15,Green Peas,79,95,112,1kg
2415,2023-02-15,Ivy Gourd,26,31,37,1kg
2416,2023-02-15,Lemon (Lime),56,67,79,1kg
2417,2023-02-15,Mango Raw,103,124,147,1kg
2418,2023-02-15,Mint Leaves,6,7,8,1kg
2419,2023-02-15,Mushroom,83,100,118,1kg
2420,2023-02-15,Mustard Leaves,17,21,24,1kg
2421,2023-02-15,Ladies Finger,42,50,59,1kg
2422,2023-02-15,Pumpkin,23,27,33,1kg
2423,2023-02-15,Radish,28,34,40,1kg
2424,2023-02-15,Ridge Gourd,28,34,40,1kg
2425,2023-02-15,Shallot (Pearl Onion),35,42,50,1kg
2426,2023-02-15,Snake Gourd,30,36,43,1kg
2427,2023-02-15,Sorrel Leaves,10,12,14,1kg
2428,2023-02-15,Spinach,14,17,20,1kg
2429,2023-02-15,Sweet Potato,38,46,54,1kg
2430,2023-02-14,Onion Big,26,31,37,1kg
2431,2023-02-14,Onion Small,50,61,71,1kg
2432,2023-02-14,Tomato,22,26,31,1kg
2433,2023-02-14,Green Chilli,32,39,45,1kg
2434,2023-02-14,Beetroot,37,45,52,1kg
2435,2023-02-14,Potato,38,46,54,1kg
2436,2023-02-14,Raw Banana (Plantain),11,13,15,1kg
2437,2023-02-14,Amaranth Leaves,14,17,20,1kg
2438,2023-02-14,Amla,60,72,85,1kg
2439,2023-02-14,Ash gourd,28,34,40,1kg
2440,2023-02-14,Baby Corn,63,76,90,1kg
2441,2023-02-14,Banana Flower,20,24,28,1kg
2442,2023-02-14,Capsicum,50,61,71,1kg
2443,2023-02-14,Bitter Gourd,29,35,41,1kg
2444,2023-02-14,Bottle Gourd,31,37,44,1kg
2445,2023-02-14,Butter Beans,60,72,85,1kg
2446,2023-02-14,Broad Beans,40,48,57,1kg
2447,2023-02-14,Cabbage,20,24,28,1kg
2448,2023-02-14,Carrot,32,39,45,1kg
2449,2023-02-14,Cauliflower,25,30,35,1kg
2450,2023-02-14,Cluster beans,45,54,64,1kg
2451,2023-02-14,Coconut,29,35,41,1kg
2452,2023-02-14,Colocasia Leaves,10,12,14,1kg
2453,2023-02-14,Colocasia,28,34,40,1kg
2454,2023-02-14,Coriander Leaves,6,7,8,1kg
2455,2023-02-14,Corn,29,35,41,1kg
2456,2023-02-14,Cucumber,20,24,28,1kg
2457,2023-02-14,Curry Leaves,27,32,38,1kg
2458,2023-02-14,Dill Leaves,10,12,14,1kg
2459,2023-02-14,Drumsticks,110,133,157,1kg
2460,2023-02-14,Brinjal,26,31,37,1kg
2461,2023-02-14,Brinjal (Big),27,32,38,1kg
2462,2023-02-14,Elephant Yam,25,30,35,1kg
2463,2023-02-14,Fenugreek Leaves,8,9,11,1kg
2464,2023-02-14,French Beans,38,46,54,1kg
2465,2023-02-14,Garlic,48,58,68,1kg
2466,2023-02-14,Ginger,39,47,55,1kg
2467,2023-02-14,Onion Green,35,42,50,1kg
2468,2023-02-14,Green Peas,79,95,112,1kg
2469,2023-02-14,Ivy Gourd,26,31,37,1kg
2470,2023-02-14,Lemon (Lime),56,67,79,1kg
2471,2023-02-14,Mango Raw,103,124,147,1kg
2472,2023-02-14,Mint Leaves,6,7,8,1kg
2473,2023-02-14,Mushroom,83,100,118,1kg
2474,2023-02-14,Mustard Leaves,17,21,24,1kg
2475,2023-02-14,Ladies Finger,42,50,59,1kg
2476,2023-02-14,Pumpkin,23,27,33,1kg
2477,2023-02-14,Radish,28,34,40,1kg
2478,2023-02-14,Ridge Gourd,28,34,40,1kg
2479,2023-02-14,Shallot (Pearl Onion),35,42,50,1kg
2480,2023-02-14,Snake Gourd,30,36,43,1kg
2481,2023-02-14,Sorrel Leaves,10,12,14,1kg
2482,2023-02-14,Spinach,14,17,20,1kg
2483,2023-02-14,Sweet Potato,38,46,54,1kg
2484,2023-02-13,Onion Big,26,31,37,1kg
2485,2023-02-13,Onion Small,50,61,71,1kg
2486,2023-02-13,Tomato,22,26,31,1kg
2487,2023-02-13,Green Chilli,32,39,45,1kg
2488,2023-02-13,Beetroot,37,45,52,1kg
2489,2023-02-13,Potato,38,46,54,1kg
2490,2023-02-13,Raw Banana (Plantain),11,13,15,1kg
2491,2023-02-13,Amaranth Leaves,14,17,20,1kg
2492,2023-02-13,Amla,60,72,85,1kg
2493,2023-02-13,Ash gourd,28,34,40,1kg
2494,2023-02-13,Baby Corn,63,76,90,1kg
2495,2023-02-13,Banana Flower,20,24,28,1kg
2496,2023-02-13,Capsicum,50,61,71,1kg
2497,2023-02-13,Bitter Gourd,29,35,41,1kg
2498,2023-02-13,Bottle Gourd,31,37,44,1kg
2499,2023-02-13,Butter Beans,60,72,85,1kg
2500,2023-02-13,Broad Beans,40,48,57,1kg
2501,2023-02-13,Cabbage,20,24,28,1kg
2502,2023-02-13,Carrot,32,39,45,1kg
2503,2023-02-13,Cauliflower,25,30,35,1kg
2504,2023-02-13,Cluster beans,45,54,64,1kg
2505,2023-02-13,Coconut,29,35,41,1kg
2506,2023-02-13,Colocasia Leaves,10,12,14,1kg
2507,2023-02-13,Colocasia,28,34,40,1kg
2508,2023-02-13,Coriander Leaves,6,7,8,1kg
2509,2023-02-13,Corn,29,35,41,1kg
2510,2023-02-13,Cucumber,20,24,28,1kg
2511,2023-02-13,Curry Leaves,27,32,38,1kg
2512,2023-02-13,Dill Leaves,10,12,14,1kg
2513,2023-02-13,Drumsticks,110,133,157,1kg
2514,2023-02-13,Brinjal,26,31,37,1kg
2515,2023-02-13,Brinjal (Big),27,32,38,1kg
2516,2023-02-13,Elephant Yam,25,30,35,1kg
2517,2023-02-13,Fenugreek Leaves,8,9,11,1kg
2518,2023-02-13,French Beans,38,46,54,1kg
2519,2023-02-13,Garlic,48,58,68,1kg
2520,2023-02-13,Ginger,39,47,55,1kg
2521,2023-02-13,Onion Green,35,42,50,1kg
2522,2023-02-13,Green Peas,79,95,112,1kg
2523,2023-02-13,Ivy Gourd,26,31,37,1kg
2524,2023-02-13,Lemon (Lime),56,67,79,1kg
2525,2023-02-13,Mango Raw,103,124,147,1kg
2526,2023-02-13,Mint Leaves,6,7,8,1kg
2527,2023-02-13,Mushroom,83,100,118,1kg
2528,2023-02-13,Mustard Leaves,17,21,24,1kg
2529,2023-02-13,Ladies Finger,42,50,59,1kg
2530,2023-02-13,Pumpkin,23,27,33,1kg
2531,2023-02-13,Radish,28,34,40,1kg
2532,2023-02-13,Ridge Gourd,28,34,40,1kg
2533,2023-02-13,Shallot (Pearl Onion),35,42,50,1kg
2534,2023-02-13,Snake Gourd,30,36,43,1kg
2535,2023-02-13,Sorrel Leaves,10,12,14,1kg
2536,2023-02-13,Spinach,14,17,20,1kg
2537,2023-02-13,Sweet Potato,38,46,54,1kg
2538,2023-02-12,Onion Big,26,31,37,1kg
2539,2023-02-12,Onion Small,50,61,71,1kg
2540,2023-02-12,Tomato,22,26,31,1kg
2541,2023-02-12,Green Chilli,32,39,45,1kg
2542,2023-02-12,Beetroot,37,45,52,1kg
2543,2023-02-12,Potato,38,46,54,1kg
2544,2023-02-12,Raw Banana (Plantain),11,13,15,1kg
2545,2023-02-12,Amaranth Leaves,14,17,20,1kg
2546,2023-02-12,Amla,60,72,85,1kg
2547,2023-02-12,Ash gourd,28,34,40,1kg
2548,2023-02-12,Baby Corn,63,76,90,1kg
2549,2023-02-12,Banana Flower,20,24,28,1kg
2550,2023-02-12,Capsicum,50,61,71,1kg
2551,2023-02-12,Bitter Gourd,29,35,41,1kg
2552,2023-02-12,Bottle Gourd,31,37,44,1kg
2553,2023-02-12,Butter Beans,60,72,85,1kg
2554,2023-02-12,Broad Beans,40,48,57,1kg
2555,2023-02-12,Cabbage,20,24,28,1kg
2556,2023-02-12,Carrot,32,39,45,1kg
2557,2023-02-12,Cauliflower,25,30,35,1kg
2558,2023-02-12,Cluster beans,45,54,64,1kg
2559,2023-02-12,Coconut,29,35,41,1kg
2560,2023-02-12,Colocasia Leaves,10,12,14,1kg
2561,2023-02-12,Colocasia,28,34,40,1kg
2562,2023-02-12,Coriander Leaves,6,7,8,1kg
2563,2023-02-12,Corn,29,35,41,1kg
2564,2023-02-12,Cucumber,20,24,28,1kg
2565,2023-02-12,Curry Leaves,27,32,38,1kg
2566,2023-02-12,Dill Leaves,10,12,14,1kg
2567,2023-02-12,Drumsticks,110,133,157,1kg
2568,2023-02-12,Brinjal,26,31,37,1kg
2569,2023-02-12,Brinjal (Big),27,32,38,1kg
2570,2023-02-12,Elephant Yam,25,30,35,1kg
2571,2023-02-12,Fenugreek Leaves,8,9,11,1kg
2572,2023-02-12,French Beans,38,46,54,1kg
2573,2023-02-12,Garlic,48,58,68,1kg
2574,2023-02-12,Ginger,39,47,55,1kg
2575,2023-02-12,Onion Green,35,42,50,1kg
2576,2023-02-12,Green Peas,79,95,112,1kg
2577,2023-02-12,Ivy Gourd,26,31,37,1kg
2578,2023-02-12,Lemon (Lime),56,67,79,1kg
2579,2023-02-12,Mango Raw,103,124,147,1kg
2580,2023-02-12,Mint Leaves,6,7,8,1kg
2581,2023-02-12,Mushroom,83,100,118,1kg
2582,2023-02-12,Mustard Leaves,17,21,24,1kg
2583,2023-02-12,Ladies Finger,42,50,59,1kg
2584,2023-02-12,Pumpkin,23,27,33,1kg
2585,2023-02-12,Radish,28,34,40,1kg
2586,2023-02-12,Ridge Gourd,28,34,40,1kg
2587,2023-02-12,Shallot (Pearl Onion),35,42,50,1kg
2588,2023-02-12,Snake Gourd,30,36,43,1kg
2589,2023-02-12,Sorrel Leaves,10,12,14,1kg
2590,2023-02-12,Spinach,14,17,20,1kg
2591,2023-02-12,Sweet Potato,38,46,54,1kg
2592,2023-02-11,Onion Big,24,29,34,1kg
2593,2023-02-11,Onion Small,38,46,54,1kg
2594,2023-02-11,Tomato,21,25,30,1kg
2595,2023-02-11,Green Chilli,39,47,55,1kg
2596,2023-02-11,Beetroot,35,42,50,1kg
2597,2023-02-11,Potato,32,39,45,1kg
2598,2023-02-11,Raw Banana (Plantain),12,14,17,1kg
2599,2023-02-11,Amaranth Leaves,15,18,21,1kg
2600,2023-02-11,Amla,70,85,100,1kg
2601,2023-02-11,Ash gourd,26,31,37,1kg
2602,2023-02-11,Baby Corn,67,81,95,1kg
2603,2023-02-11,Banana Flower,17,21,24,1kg
2604,2023-02-11,Capsicum,43,52,61,1kg
2605,2023-02-11,Bitter Gourd,28,34,40,1kg
2606,2023-02-11,Bottle Gourd,27,32,38,1kg
2607,2023-02-11,Butter Beans,73,88,104,1kg
2608,2023-02-11,Broad Beans,33,40,47,1kg
2609,2023-02-11,Cabbage,18,22,26,1kg
2610,2023-02-11,Carrot,33,40,47,1kg
2611,2023-02-11,Cauliflower,25,30,35,1kg
2612,2023-02-11,Cluster beans,41,49,58,1kg
2613,2023-02-11,Coconut,29,35,41,1kg
2614,2023-02-11,Colocasia Leaves,11,13,15,1kg
2615,2023-02-11,Colocasia,27,32,38,1kg
2616,2023-02-11,Coriander Leaves,5,6,7,1kg
2617,2023-02-11,Corn,28,34,40,1kg
2618,2023-02-11,Cucumber,25,30,35,1kg
2619,2023-02-11,Curry Leaves,27,32,38,1kg
2620,2023-02-11,Dill Leaves,14,17,20,1kg
2621,2023-02-11,Drumsticks,100,121,142,1kg
2622,2023-02-11,Brinjal,23,27,33,1kg
2623,2023-02-11,Brinjal (Big),22,26,31,1kg
2624,2023-02-11,Elephant Yam,24,29,34,1kg
2625,2023-02-11,Fenugreek Leaves,8,9,11,1kg
2626,2023-02-11,French Beans,38,46,54,1kg
2627,2023-02-11,Garlic,49,59,70,1kg
2628,2023-02-11,Ginger,38,46,54,1kg
2629,2023-02-11,Onion Green,39,47,55,1kg
2630,2023-02-11,Green Peas,81,98,115,1kg
2631,2023-02-11,Ivy Gourd,23,27,33,1kg
2632,2023-02-11,Lemon (Lime),48,58,68,1kg
2633,2023-02-11,Mango Raw,107,129,152,1kg
2634,2023-02-11,Mint Leaves,5,6,7,1kg
2635,2023-02-11,Mushroom,72,87,102,1kg
2636,2023-02-11,Mustard Leaves,13,16,18,1kg
2637,2023-02-11,Ladies Finger,42,50,59,1kg
2638,2023-02-11,Pumpkin,22,26,31,1kg
2639,2023-02-11,Radish,25,30,35,1kg
2640,2023-02-11,Ridge Gourd,31,37,44,1kg
2641,2023-02-11,Shallot (Pearl Onion),33,40,47,1kg
2642,2023-02-11,Snake Gourd,29,35,41,1kg
2643,2023-02-11,Sorrel Leaves,10,12,14,1kg
2644,2023-02-11,Spinach,11,13,15,1kg
2645,2023-02-11,Sweet Potato,40,48,57,1kg
2646,2023-02-10,Onion Big,24,29,34,1kg
2647,2023-02-10,Onion Small,38,46,54,1kg
2648,2023-02-10,Tomato,21,25,30,1kg
2649,2023-02-10,Green Chilli,39,47,55,1kg
2650,2023-02-10,Beetroot,35,42,50,1kg
2651,2023-02-10,Potato,32,39,45,1kg
2652,2023-02-10,Raw Banana (Plantain),12,14,17,1kg
2653,2023-02-10,Amaranth Leaves,15,18,21,1kg
2654,2023-02-10,Amla,70,85,100,1kg
2655,2023-02-10,Ash gourd,26,31,37,1kg
2656,2023-02-10,Baby Corn,67,81,95,1kg
2657,2023-02-10,Banana Flower,17,21,24,1kg
2658,2023-02-10,Capsicum,43,52,61,1kg
2659,2023-02-10,Bitter Gourd,28,34,40,1kg
2660,2023-02-10,Bottle Gourd,27,32,38,1kg
2661,2023-02-10,Butter Beans,73,88,104,1kg
2662,2023-02-10,Broad Beans,33,40,47,1kg
2663,2023-02-10,Cabbage,18,22,26,1kg
2664,2023-02-10,Carrot,33,40,47,1kg
2665,2023-02-10,Cauliflower,25,30,35,1kg
2666,2023-02-10,Cluster beans,41,49,58,1kg
2667,2023-02-10,Coconut,29,35,41,1kg
2668,2023-02-10,Colocasia Leaves,11,13,15,1kg
2669,2023-02-10,Colocasia,27,32,38,1kg
2670,2023-02-10,Coriander Leaves,5,6,7,1kg
2671,2023-02-10,Corn,28,34,40,1kg
2672,2023-02-10,Cucumber,25,30,35,1kg
2673,2023-02-10,Curry Leaves,27,32,38,1kg
2674,2023-02-10,Dill Leaves,14,17,20,1kg
2675,2023-02-10,Drumsticks,100,121,142,1kg
2676,2023-02-10,Brinjal,23,27,33,1kg
2677,2023-02-10,Brinjal (Big),22,26,31,1kg
2678,2023-02-10,Elephant Yam,24,29,34,1kg
2679,2023-02-10,Fenugreek Leaves,8,9,11,1kg
2680,2023-02-10,French Beans,38,46,54,1kg
2681,2023-02-10,Garlic,49,59,70,1kg
2682,2023-02-10,Ginger,38,46,54,1kg
2683,2023-02-10,Onion Green,39,47,55,1kg
2684,2023-02-10,Green Peas,81,98,115,1kg
2685,2023-02-10,Ivy Gourd,23,27,33,1kg
2686,2023-02-10,Lemon (Lime),48,58,68,1kg
2687,2023-02-10,Mango Raw,107,129,152,1kg
2688,2023-02-10,Mint Leaves,5,6,7,1kg
2689,2023-02-10,Mushroom,72,87,102,1kg
2690,2023-02-10,Mustard Leaves,13,16,18,1kg
2691,2023-02-10,Ladies Finger,42,50,59,1kg
2692,2023-02-10,Pumpkin,22,26,31,1kg
2693,2023-02-10,Radish,25,30,35,1kg
2694,2023-02-10,Ridge Gourd,31,37,44,1kg
2695,2023-02-10,Shallot (Pearl Onion),33,40,47,1kg
2696,2023-02-10,Snake Gourd,29,35,41,1kg
2697,2023-02-10,Sorrel Leaves,10,12,14,1kg
2698,2023-02-10,Spinach,11,13,15,1kg
2699,2023-02-10,Sweet Potato,40,48,57,1kg
2700,2023-02-09,Onion Big,24,29,34,1kg
2701,2023-02-09,Onion Small,38,46,54,1kg
2702,2023-02-09,Tomato,21,25,30,1kg
2703,2023-02-09,Green Chilli,39,47,55,1kg
2704,2023-02-09,Beetroot,35,42,50,1kg
2705,2023-02-09,Potato,32,39,45,1kg
2706,2023-02-09,Raw Banana (Plantain),12,14,17,1kg
2707,2023-02-09,Amaranth Leaves,15,18,21,1kg
2708,2023-02-09,Amla,70,85,100,1kg
2709,2023-02-09,Ash gourd,26,31,37,1kg
2710,2023-02-09,Baby Corn,67,81,95,1kg
2711,2023-02-09,Banana Flower,17,21,24,1kg
2712,2023-02-09,Capsicum,43,52,61,1kg
2713,2023-02-09,Bitter Gourd,28,34,40,1kg
2714,2023-02-09,Bottle Gourd,27,32,38,1kg
2715,2023-02-09,Butter Beans,73,88,104,1kg
2716,2023-02-09,Broad Beans,33,40,47,1kg
2717,2023-02-09,Cabbage,18,22,26,1kg
2718,2023-02-09,Carrot,33,40,47,1kg
2719,2023-02-09,Cauliflower,25,30,35,1kg
2720,2023-02-09,Cluster beans,41,49,58,1kg
2721,2023-02-09,Coconut,29,35,41,1kg
2722,2023-02-09,Colocasia Leaves,11,13,15,1kg
2723,2023-02-09,Colocasia,27,32,38,1kg
2724,2023-02-09,Coriander Leaves,5,6,7,1kg
2725,2023-02-09,Corn,28,34,40,1kg
2726,2023-02-09,Cucumber,25,30,35,1kg
2727,2023-02-09,Curry Leaves,27,32,38,1kg
2728,2023-02-09,Dill Leaves,14,17,20,1kg
2729,2023-02-09,Drumsticks,100,121,142,1kg
2730,2023-02-09,Brinjal,23,27,33,1kg
2731,2023-02-09,Brinjal (Big),22,26,31,1kg
2732,2023-02-09,Elephant Yam,24,29,34,1kg
2733,2023-02-09,Fenugreek Leaves,8,9,11,1kg
2734,2023-02-09,French Beans,38,46,54,1kg
2735,2023-02-09,Garlic,49,59,70,1kg
2736,2023-02-09,Ginger,38,46,54,1kg
2737,2023-02-09,Onion Green,39,47,55,1kg
2738,2023-02-09,Green Peas,81,98,115,1kg
2739,2023-02-09,Ivy Gourd,23,27,33,1kg
2740,2023-02-09,Lemon (Lime),48,58,68,1kg
2741,2023-02-09,Mango Raw,107,129,152,1kg
2742,2023-02-09,Mint Leaves,5,6,7,1kg
2743,2023-02-09,Mushroom,72,87,102,1kg
2744,2023-02-09,Mustard Leaves,13,16,18,1kg
2745,2023-02-09,Ladies Finger,42,50,59,1kg
2746,2023-02-09,Pumpkin,22,26,31,1kg
2747,2023-02-09,Radish,25,30,35,1kg
2748,2023-02-09,Ridge Gourd,31,37,44,1kg
2749,2023-02-09,Shallot (Pearl Onion),33,40,47,1kg
2750,2023-02-09,Snake Gourd,29,35,41,1kg
2751,2023-02-09,Sorrel Leaves,10,12,14,1kg
2752,2023-02-09,Spinach,11,13,15,1kg
2753,2023-02-09,Sweet Potato,40,48,57,1kg
2754,2023-02-08,Onion Big,24,29,34,1kg
2755,2023-02-08,Onion Small,39,47,55,1kg
2756,2023-02-08,Tomato,23,27,33,1kg
2757,2023-02-08,Green Chilli,40,48,57,1kg
2758,2023-02-08,Beetroot,35,42,50,1kg
2759,2023-02-08,Potato,36,43,51,1kg
2760,2023-02-08,Raw Banana (Plantain),9,10,13,1kg
2761,2023-02-08,Amaranth Leaves,14,17,20,1kg
2762,2023-02-08,Amla,60,72,85,1kg
2763,2023-02-08,Ash gourd,26,31,37,1kg
2764,2023-02-08,Baby Corn,68,82,97,1kg
2765,2023-02-08,Banana Flower,13,16,18,1kg
2766,2023-02-08,Capsicum,44,53,63,1kg
2767,2023-02-08,Bitter Gourd,27,32,38,1kg
2768,2023-02-08,Bottle Gourd,25,30,35,1kg
2769,2023-02-08,Butter Beans,74,89,105,1kg
2770,2023-02-08,Broad Beans,32,39,45,1kg
2771,2023-02-08,Cabbage,23,27,33,1kg
2772,2023-02-08,Carrot,36,43,51,1kg
2773,2023-02-08,Cauliflower,25,30,35,1kg
2774,2023-02-08,Cluster beans,40,48,57,1kg
2775,2023-02-08,Coconut,32,39,45,1kg
2776,2023-02-08,Colocasia Leaves,12,14,17,1kg
2777,2023-02-08,Colocasia,27,32,38,1kg
2778,2023-02-08,Coriander Leaves,5,6,7,1kg
2779,2023-02-08,Corn,30,36,43,1kg
2780,2023-02-08,Cucumber,24,29,34,1kg
2781,2023-02-08,Curry Leaves,26,31,37,1kg
2782,2023-02-08,Dill Leaves,15,18,21,1kg
2783,2023-02-08,Drumsticks,100,121,142,1kg
2784,2023-02-08,Brinjal,28,34,40,1kg
2785,2023-02-08,Brinjal (Big),27,32,38,1kg
2786,2023-02-08,Elephant Yam,24,29,34,1kg
2787,2023-02-08,Fenugreek Leaves,10,12,14,1kg
2788,2023-02-08,French Beans,38,46,54,1kg
2789,2023-02-08,Garlic,47,57,67,1kg
2790,2023-02-08,Ginger,48,58,68,1kg
2791,2023-02-08,Onion Green,44,53,63,1kg
2792,2023-02-08,Green Peas,77,93,109,1kg
2793,2023-02-08,Ivy Gourd,28,34,40,1kg
2794,2023-02-08,Lemon (Lime),50,61,71,1kg
2795,2023-02-08,Mango Raw,99,120,141,1kg
2796,2023-02-08,Mint Leaves,5,6,7,1kg
2797,2023-02-08,Mushroom,91,110,129,1kg
2798,2023-02-08,Mustard Leaves,16,19,22,1kg
2799,2023-02-08,Ladies Finger,47,57,67,1kg
2800,2023-02-08,Pumpkin,24,29,34,1kg
2801,2023-02-08,Radish,27,32,38,1kg
